N° RPPS,Nom,Prénom,Spécialité,Date accréditation,OA,Nom équipe,Département,FINESS,Statut
10100154920,CARIOU,Juliette,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2021,GYNERISQ,,44,440033819,Libéral
10002669165,CARIOU,Luc,Chirurgie orthopédique et traumatologie ;,14/09/2023,ORTHORISQ,,56,560000143,Libéral et salarié
10101124856,CARIOU DE VERGIE,Louise,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",14/12/2023,GYNERISQ,,44,440000412,Libéral
10002911153,CARIVEN,Pascal,Chirurgie orthopédique et traumatologie ;,15/07/2021,ORTHORISQ,,81,810000505,Libéral et salarié
10003131769,CARLE,Olivier,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,17/11/2022,CFAR,,73,730780459,Libéral
10101011327,CARLE,Xavier,Radiologie et Imagerie médicale;,03/02/2022,ODPC-RIM,ODPC-RIM-32,13,130783293,Salarié
10100085009,CARLIER,Laurence,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,17/11/2022,CFAR,,49,490015906,Libéral
10001850667,CARLIER,Matthieu,Chirurgie vasculaire ;,27/05/2021,VASCURISQ,,80,800002503,Libéral
10001850667,CARLIER,Matthieu,Chirurgie vasculaire ;,27/05/2021,VASCURISQ,,80,800009466,Libéral
10003938304,CARLIER,Pierre,Chirurgie vasculaire ;,21/10/2021,VASCURISQ,,94,940006679,Libéral
10001019271,CARLIER,Richard,Chirurgie orthopédique et traumatologie ;,17/12/2020,ORTHORISQ,,75,920300415,Libéral
10004037460,CARLIER,Yacine,Chirurgie orthopédique et traumatologie ;,15/02/2024,ORTHORISQ,,33,330780271,Libéral
10001614212,CARLONI,Alessio,Chirurgie viscérale et digestive ;,30/03/2023,FCVD,,75,750301145,Libéral
10100153724,CARLOT,Brice,Chirurgie maxillo-faciale et stomatologie ; Chirurgie maxillo-faciale ; Stomatologie (activité chirurgicale) ;,17/12/2020,MAXILLORISQ,,06,060780715,Libéral
10100563955,CARLUCCI,Lore,Neurochirurgie ;,01/04/2021,Collège de Neurochirurgie,,16,160001632,Libéral
10002857018,CARNUS,Jean luc,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/01/2021,GYNERISQ,,31,310780382,Libéral et salarié
10101443819,CARON,Etienne,Chirurgie orthopédique et traumatologie ;,14/09/2023,ORTHORISQ,,59,590780284,Salarié
10002395944,CARON,Vincent,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,26/11/2020,CFAR,CFAR-31,54,540000486,Libéral
10100080489,CARRABIN,Nicolas,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2021,GYNERISQ,,69,690780366,Libéral et salarié
10100080489,CARRABIN,Nicolas,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2021,GYNERISQ,,69,690784152,Libéral et salarié
10100159051,CARRARD,Caroline,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/12/2023,GYNERISQ,,69,690780358,Libéral
10001498624,CARRASSET,Gilles,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,,974,970404844,Libéral
10001498624,CARRASSET,Gilles,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,,974,970462107,Libéral
10101810546,CARRE,Remi,Chirurgie orthopédique et traumatologie ;,30/03/2023,ORTHORISQ,,13,130810740,Libéral
10100252765,CARRE,Stéphanie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",19/10/2023,GYNERISQ,,64,640018206,Libéral
10100160620,CARREIRA,Serge,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,19/10/2023,CFAR,,94,940150014,Salarié
10100598225,CARRET,Pierre,Chirurgie orthopédique et traumatologie ;,28/04/2022,ORTHORISQ,,33,330780537,Libéral
10003853313,CARRICANO,Jean-pierre,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,11/05/2023,CFAR,CFAR-83,64,640018206,Libéral
10003118212,CARRIE-BERTRAND,Isabelle,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/06/2022,CFAR,CFAR-62,38,380786442,Libéral
10101001955,CARRIER,Guillaume,Chirurgie viscérale et digestive ;,21/07/2022,FCVD,,63,630781839,Libéral
10100686574,CARRIER,Stephanie,Chirurgie maxillo-faciale et stomatologie ; Chirurgie maxillo-faciale ; Stomatologie (activité chirurgicale) ;,17/12/2020,MAXILLORISQ,,33,330780479,Libéral
10100686574,CARRIER,Stephanie,Chirurgie maxillo-faciale et stomatologie ; Chirurgie maxillo-faciale ; Stomatologie (activité chirurgicale) ;,17/12/2020,MAXILLORISQ,,33,330780487,Libéral
10100071447,CARRIERES,Pierre arnaud,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,21/12/2023,CFAR,CFAR-26,81,810000224,Libéral
10100513646,CARRIERES-COUCHET,Caroline,Chirurgie vasculaire ;,22/09/2022,VASCURISQ,,63,630000826,Libéral
10100513646,CARRIERES-COUCHET,Caroline,Chirurgie vasculaire ;,22/09/2022,VASCURISQ,,63,630781839,Libéral
10100513646,CARRIERES-COUCHET,Caroline,Chirurgie vasculaire ;,22/09/2022,VASCURISQ,,63,630783330,Libéral
10101460904,CARROUGET,Julie,Chirurgie urologique ;,15/12/2022,AFU,AFU-32,49,490000031,Libéral et salarié
10100297190,CARTIER,Sebastien,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,03/02/2022,CFAR,CFAR-58,76,760780205,Libéral
10100297190,CARTIER,Sebastien,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,03/02/2022,CFAR,CFAR-58,76,760921809,Libéral
10100396646,CARTU,Emilia,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",19/01/2023,GYNERISQ,,13,130786361,Libéral
10100142560,CARUSO,Giuseppe,Neurochirurgie ;,28/12/2022,Collège de Neurochirurgie,,13,130784051,Libéral
10003848826,CAS,Olivier,Chirurgie viscérale et digestive ;,23/09/2021,FCVD,,33,330000332,Libéral
10003848826,CAS,Olivier,Chirurgie viscérale et digestive ;,23/09/2021,FCVD,,33,330780537,Libéral
10100936789,CASABIANCA,Laurent,Chirurgie orthopédique et traumatologie ;,12/09/2024,ORTHORISQ,,95,950000455,Libéral
10003876967,CASALONGA,Dominique,Chirurgie orthopédique et traumatologie ;,25/11/2021,ORTHORISQ,,83,830100475,Libéral
10100604296,CASALPRIM,Julie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/01/2024,CFAR,CFAR-108,31,310780150,Libéral
10003370359,CASANOVA,Dominique,"Chirurgie plastique, reconstructrice et esthétique ;",15/07/2021,PLASTIRISQ,,13,130783236,Libéral et salarié
10004069778,CASBAS,Laurent,Chirurgie vasculaire ;,21/10/2021,VASCURISQ,,31,310780135,Libéral
10101792231,CASCALES ,Valentin,Chirurgie orthopédique et traumatologie ;,25/04/2024,ORTHORISQ,,30,300782117,Salarié
10005218754,CASCELLA,Thomas,Chirurgie orthopédique et traumatologie ;,11/05/2023,ORTHORISQ,,33,330780503,Libéral
10100278596,CASENAVE,Julien,Chirurgie urologique ;,12/09/2024,AFU,AFU-87,64,640019220,Libéral
10100278596,CASENAVE,Julien,Chirurgie urologique ;,12/09/2024,AFU,AFU-87,64,640780946,Libéral
10003290540,CASEY,Richard,"Chirurgie plastique, reconstructrice et esthétique ;",25/11/2021,PLASTIRISQ,,06,060021417,Libéral
10100311298,CASIN,Charles,Chirurgie orthopédique et traumatologie ;,28/03/2024,ORTHORISQ,,63,630783330,Libéral
10003849725,CASOLI,Vincent,"Chirurgie plastique, reconstructrice et esthétique ;",31/03/2022,PLASTIRISQ,,33,330781360,Libéral et salarié
10002548526,CASSÉ,Christophe,Chirurgie urologique ;,23/06/2022,AFU,AFU-43,49,490000890,Libéral
10003108676,CASSIGNOL,Alexandre,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",14/09/2023,GYNERISQ,,69,690793468,Libéral
10004033444,CASSIO,Jean baptiste,Chirurgie orthopédique et traumatologie ;,06/05/2021,ORTHORISQ,,63,630783330,Libéral
10100804540,CASTAGNET,Marion,Chirurgie viscérale et digestive ;,28/03/2024,FCVD,,17,170780662,Libéral
10001385540,CASTANEDO,Amalio,Chirurgie orthopédique et traumatologie ;,14/09/2023,ORTHORISQ,,78,780300323,Libéral
10102288023,CASTANIER,Sviatlana,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,21/12/2023,CFAR,CFAR-44,57,570026682,Salarié
10001602878,CASTEL,Benjamin,Chirurgie viscérale et digestive ;,28/03/2024,FCVD,,78,780300422,Libéral
10000597947,CASTEL,Eric,Chirurgie orthopédique et traumatologie ;,21/10/2021,ORTHORISQ,,13,130001233,Libéral
10000597947,CASTEL,Eric,Chirurgie orthopédique et traumatologie ;,21/10/2021,ORTHORISQ,,13,130782147,Libéral
10100956019,CASTEL,Thomas,Chirurgie orthopédique et traumatologie ;,01/07/2021,ORTHORISQ,,01,010780203,Libéral
10102272019,CASTEL,Xavier,Neurochirurgie ;,18/01/2024,Collège de Neurochirurgie,,69,690023411,Libéral
10003918462,CASTELAIN,Christophe,Chirurgie orthopédique et traumatologie ;,28/04/2022,ORTHORISQ,,75,750300493,Libéral
10003126801,CASTELAIN MENDOLIA,Claire,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,06/06/2024,CFAR,CFAR-112,42,420782310,Libéral
10100389807,CASTELLANO,Julie,Gastro-entérologie (activité interventionnelle) ;,28/12/2022,CEFA-HGE,CEFA-HGE-1,31,310781000,Libéral
10002822319,CASTERA,David,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,15/07/2021,CFAR,CFAR-47,33,330780115,Libéral
10002727286,CASTIGLIONI,Marie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/12/2022,CFAR,,86,860010321,Libéral
10003900619,CASTILLO,Olivier,Chirurgie orthopédique et traumatologie ;,28/03/2024,ORTHORISQ,,06,060780715,Libéral
10003900619,CASTILLO,Olivier,Chirurgie orthopédique et traumatologie ;,28/03/2024,ORTHORISQ,,06,060781200,Libéral
10100939593,CASTILLON,Sarah,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/12/2022,CFAR,CFAR-40,13,130785652,Libéral
10100821502,CATHERINE,Zulma,Chirurgie maxillo-faciale et stomatologie ; Chirurgie maxillo-faciale ; Stomatologie (activité chirurgicale) ;,21/12/2023,MAXILLORISQ,,64,640780938,Libéral
10100821502,CATHERINE,Zulma,Chirurgie maxillo-faciale et stomatologie ; Chirurgie maxillo-faciale ; Stomatologie (activité chirurgicale) ;,21/12/2023,MAXILLORISQ,,64,640780946,Libéral
10100057792,CATIER,Charles,Chirurgie orthopédique et traumatologie ;,28/12/2022,ORTHORISQ,,35,350005146,Libéral
10002562246,CATIMEL,Christophe,Chirurgie orthopédique et traumatologie ;,17/12/2020,ORTHORISQ,,72,305776262,Libéral
10002562246,CATIMEL,Christophe,Chirurgie orthopédique et traumatologie ;,17/12/2020,ORTHORISQ,,72,720000140,Libéral
10100954352,CATIMEL-THELEN,Lucie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/02/2021,CFAR,CFAR-41,17,170780662,Libéral
10001566883,CATINOIS,Marie-line,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,15/12/2022,CFAR,CFAR-77,74,740780416,Libéral
10101092863,CATRY,Jonathan,Chirurgie viscérale et digestive ;,29/12/2021,FCVD,,94,940300270,Libéral
10100604569,CAUDERLIER,Emmanuelle,Radiologie et Imagerie médicale;,15/12/2022,ODPC-RIM,ODPC-RIM-67,75,750300840,Libéral et salarié
10100333003,CAUMETTE,Anne,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/12/2023,GYNERISQ,GYNERISQ-12,31,310780283,Libéral
10100161297,CAUMON,Nicolas,Chirurgie orthopédique et traumatologie ;,21/10/2021,ORTHORISQ,,03,030781116,Libéral
10003367520,CAUS,Thierry,Chirurgie thoracique et cardio-vasculaire ;,23/06/2022,SFCTCV,,80,800006124,Libéral et salarié
10003780805,CAUSSE,Xavier,Gastro-entérologie (activité interventionnelle) ;,06/05/2021,CEFA-HGE,CEFA-HGE-18,45,450002613,Salarié
10004423975,CAUTY,Philippe,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/03/2024,CFAR,CFAR-114,974,970462107,Libéral
10101699006,CAUVIN,Thomas,Chirurgie viscérale et digestive ;,28/03/2024,FCVD,,06,060780517,Libéral et salarié
10001234466,CAVACIUTI,Marie therese,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,GYNERISQ-18,94,940300270,Libéral
10003230009,CAVADORE,Pierre,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/11/2023,CFAR,CFAR-21,34,340780667,Libéral
10101476579,CAVAGNAC,Max,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/03/2024,CFAR,CFAR-27,68,680004546,Salarié
10100544237,CAVAIGNAC,Marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",28/12/2022,GYNERISQ,GYNERISQ-2,31,310026083,Libéral
10100399418,CAVAILLE,Alaric,Chirurgie viscérale et digestive ;,23/06/2022,FCVD,,42,420011405,Libéral
10002870037,CAVALIE,Bernard,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",28/12/2022,GYNERISQ,,31,310026927,Libéral
10101097706,CAVALIER,Maxime,Chirurgie orthopédique et traumatologie ;,22/10/2020,ORTHORISQ,,83,830100327,Libéral
10101097706,CAVALIER,Maxime,Chirurgie orthopédique et traumatologie ;,22/10/2020,ORTHORISQ,,83,830100418,Libéral
10000853746,CAVASINO,Jean,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",15/07/2021,GYNERISQ,,91,910300177,Libéral
10001258531,CAVILLON,Alain,Chirurgie vasculaire ;,27/05/2021,VASCURISQ,,45,450000195,Libéral
10002580255,CAYE,Nicolas,"Chirurgie plastique, reconstructrice et esthétique ;",29/12/2020,PLASTIRISQ,,85,850000118,Libéral
10102086237,CAYLA,Cleor,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,12/09/2024,CFAR,CFAR-91,49,490000635,Salarié
10003960290,CAYOL,Arnaud,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",17/12/2020,GYNERISQ,,19,190000224,Libéral
10100172971,CAYRAC,Melanie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,,34,340797752,Libéral
10003071783,CAYREL,Vincent,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,14/09/2023,CFAR,CFAR-87,69,690807367,Libéral
10002823416,CAZABAN,Sébastien,Chirurgie vasculaire ;,01/07/2021,VASCURISQ,,34,340000033,Libéral et salarié
10101039989,CAZAURAN,Jean - baptiste,Chirurgie viscérale et digestive ;,17/12/2020,FCVD,,69,690022959,Libéral
10101039989,CAZAURAN,Jean - baptiste,Chirurgie viscérale et digestive ;,17/12/2020,FCVD,,69,690780416,Libéral
10101039989,CAZAURAN,Jean - baptiste,Chirurgie viscérale et digestive ;,17/12/2020,FCVD,,69,690784137,Libéral
10100387660,CAZAVET,Alexandre,Chirurgie thoracique et cardio-vasculaire ;,17/11/2022,SFCTCV,,30,300000114,Libéral
10100387660,CAZAVET,Alexandre,Chirurgie thoracique et cardio-vasculaire ;,17/11/2022,SFCTCV,,30,300780137,Libéral
10100387660,CAZAVET,Alexandre,Chirurgie thoracique et cardio-vasculaire ;,17/11/2022,SFCTCV,,30,300780152,Libéral
10004391883,CAZEJUST,Julien,Radiologie et Imagerie médicale;,19/01/2023,ODPC-RIM,ODPC-RIM-78,92,920300043,Libéral
10004983978,CAZERES,Christophe,Chirurgie viscérale et digestive ;,23/11/2023,FCVD,,974,970462081,Libéral
10100161289,CELHAY,Olivier,Chirurgie urologique ;,22/01/2020,AFU,AFU-09,33,330000076,Libéral
10100161289,CELHAY,Olivier,Chirurgie urologique ;,22/01/2020,AFU,AFU-09,33,330780511,Libéral
10100161289,CELHAY,Olivier,Chirurgie urologique ;,22/01/2020,AFU,AFU-09,33,330781402,Libéral
10000476795,CELLIER,Christophe,Gastro-entérologie (activité interventionnelle) ;,23/10/2019,CEFA-HGE,CEFA-HGE-34,75,750803447,Salarié
10100398931,CELLIER,Quentin,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,14/09/2023,CFAR,CFAR-87,69,690807367,Libéral
10004418264,CENEDESE,Alice,Chirurgie viscérale et digestive ;,15/06/2023,FCVD,,38,380780197,Libéral
10001579043,CERCEAU,Pierre,Chirurgie vasculaire ;,17/11/2022,VASCURISQ,,93,750100232,Libéral et salarié
10001579043,CERCEAU,Pierre,Chirurgie vasculaire ;,17/11/2022,VASCURISQ,,93,930300553,Libéral et salarié
10003947057,CERE,Nathalie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",28/12/2022,GYNERISQ,GYNERISQ-2,31,310780135,Libéral
10101083359,CERF,Nicolas,Chirurgie urologique ;,29/12/2021,AFU,AFU-36,24,240000190,Libéral
10004612379,CERISIER,Stephanie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",19/10/2023,GYNERISQ,,974,970400271,Libéral
10100833267,CERLIER,Alexandre,Chirurgie orthopédique et traumatologie ;,15/02/2024,ORTHORISQ,,13,130783327,Libéral
10003366142,CERMOLACCE,Christophe,Chirurgie orthopédique et traumatologie ;,23/11/2023,ORTHORISQ,,13,130044753,Libéral
10003366142,CERMOLACCE,Christophe,Chirurgie orthopédique et traumatologie ;,23/11/2023,ORTHORISQ,,13,130783723,Libéral
10003366142,CERMOLACCE,Christophe,Chirurgie orthopédique et traumatologie ;,23/11/2023,ORTHORISQ,,13,750300592,Libéral
10100836948,CERRUTI,Arnaud,Chirurgie urologique ;,03/02/2022,AFU,AFU-41,49,490007929,Libéral
10100836948,CERRUTI,Arnaud,Chirurgie urologique ;,03/02/2022,AFU,AFU-41,49,490017605,Libéral
10004623640,CESAR,Matthieu,Chirurgie orthopédique et traumatologie ;,06/05/2021,ORTHORISQ,,34,340015965,Libéral
10000531953,CESARI,Bruno,Chirurgie orthopédique et traumatologie ;,22/10/2020,ORTHORISQ,,49,490015906,Libéral
10000531953,CESARI,Bruno,Chirurgie orthopédique et traumatologie ;,22/10/2020,ORTHORISQ,,49,490540440,Libéral
10003422325,CESARI,Jacques,Chirurgie viscérale et digestive ;,29/12/2021,FCVD,,2A,2A0000139,Libéral
10100641819,CESCHIN,Cristina,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,12/09/2024,CFAR,,13,130781479,Libéral
10002249158,CEUGNART,Luc,Radiologie et Imagerie médicale;,01/04/2021,ODPC-RIM,ODPC-RIM-29,59,590780334,Salarié
10002548070,CHAARANI,Sami,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,25/11/2021,CFAR,CFAR-52,31,310026927,Libéral
10108390674,CHABANI,Nassima,Chirurgie infantile ;,28/03/2024,OA CHIRPED,,22,220000012,Salarié
10002084712,CHABANNE,François,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",25/11/2021,GYNERISQ,,44,788395549,Libéral
10005176440,CHABAS,Jean-françois,"Chirurgie plastique, reconstructrice et esthétique ;",26/11/2020,PLASTIRISQ,,84,300002508,Libéral
10005176440,CHABAS,Jean-françois,"Chirurgie plastique, reconstructrice et esthétique ;",26/11/2020,PLASTIRISQ,,84,840000285,Libéral
10005176440,CHABAS,Jean-françois,"Chirurgie plastique, reconstructrice et esthétique ;",26/11/2020,PLASTIRISQ,,84,840013445,Libéral
10005176440,CHABAS,Jean-françois,"Chirurgie plastique, reconstructrice et esthétique ;",26/11/2020,PLASTIRISQ,,84,840017172,Libéral
10001572600,CHABAUD,Maud,Chirurgie infantile ;,16/02/2023,OA CHIRPED,,75,750100109,Libéral et salarié
10001572600,CHABAUD,Maud,Chirurgie infantile ;,16/02/2023,OA CHIRPED,,75,750300121,Libéral et salarié
10001572600,CHABAUD,Maud,Chirurgie infantile ;,16/02/2023,OA CHIRPED,,75,920300191,Libéral et salarié
10003763363,CHABERNAUD,Didier,Chirurgie orthopédique et traumatologie ;,01/07/2021,ORTHORISQ,,10,100000124,Libéral
10003989109,CHABERT,Philippe,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,,69,690007539,Libéral et salarié
10003989109,CHABERT,Philippe,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,,69,690022959,Libéral et salarié
10003762969,CHABERT,Stéphane,Chirurgie vasculaire ;,15/07/2021,VASCURISQ,,38,380786442,Libéral
10101062387,CHABOT-LECOANET,Anne-claire,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",28/12/2022,GYNERISQ,GYNERISQ-23,54,540013224,Libéral
10003791471,CHADAN,Luc,Chirurgie orthopédique et traumatologie ;,11/05/2023,ORTHORISQ,,71,710781824,Libéral
10100902054,CHADELLE,Manon,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/12/2023,GYNERISQ,,34,340022979,Libéral
10101084217,CHADLI,Lamine,Chirurgie orthopédique et traumatologie ;,24/09/2020,ORTHORISQ,,34,340024314,Libéral
10001468395,CHAFAI,Najim-christophe,Chirurgie viscérale et digestive ;,28/12/2022,FCVD,,75,750100091,Libéral et salarié
10002402518,CHAFFARD,Antoine,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,14/12/2023,CFAR,CFAR-24,73,730004298,Libéral
10003364642,CHAGNAUD,Christophe,Radiologie et Imagerie médicale;,06/06/2024,ODPC-RIM,ODPC-RIM-81,13,130786049,Salarié
10100485456,CHAIBEDDERA,Tarik,Chirurgie orthopédique et traumatologie ;,30/03/2023,ORTHORISQ,,06,060002102,Libéral et salarié
10003824728,CHAILLOU,Philippe,Chirurgie vasculaire ;,06/05/2021,VASCURISQ,,44,440000271,Libéral et salarié
10003441093,CHAIX,Jean baptiste,Chirurgie viscérale et digestive ;,26/11/2020,FCVD,,06,060800166,Libéral
10004080916,CHAIX,Pierre-antoine,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",19/01/2023,GYNERISQ,,69,690780663,Libéral
10001967701,CHAKARIAN,Jean-charles,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/11/2023,CFAR,,42,420000010,Salarié
10003816914,CHAKFE,Nabil,Chirurgie vasculaire ;,30/03/2023,VASCURISQ,,67,670780055,Libéral et salarié
10003801734,CHAKROUN,Kadhem,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,16/12/2021,CFAR,,26,260000260,Libéral
10003117222,CHALENCON,François,Chirurgie orthopédique et traumatologie ;,30/03/2023,ORTHORISQ,,42,420780553,Libéral
10100086510,CHALLALI,Maxime,Chirurgie orthopédique et traumatologie ;,21/01/2021,ORTHORISQ,,06,060780590,Libéral
10100157659,CHALLAN BELVAL,Antoine,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,14/09/2023,CFAR,CFAR-87,69,690784020,Libéral
10001605954,CHALLAN BELVAL,Camille,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/12/2023,GYNERISQ,,74,740780416,Libéral
10003763090,CHALLEMET,Christophe,Chirurgie infantile ;,01/04/2020,OA CHIRPED,,33,330781402,Libéral
10100684223,CHALLUT,Nicolas,Oto-rhino-laryngologie ; Chirurgie de la face et du cou ;,14/09/2023,ORL-DPC,ORL-DPC-03,974,970462081,Libéral
10004387238,CHALOT,Yves,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,,54,540000452,Libéral
10100163723,CHALRET DU RIEU,Mael,Chirurgie viscérale et digestive ;,22/09/2022,FCVD,,47,470000027,Libéral
10100130367,CHAMARAUX,Benoît,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/07/2022,GYNERISQ,,68,680000320,Libéral
10002298783,CHAMATAN,Ahmad,Chirurgie vasculaire ;,22/10/2020,VASCURISQ,,59,590815056,Libéral
10004630348,CHAMBADE,Damien,Chirurgie urologique ;,14/12/2023,AFU,,21,210012670,Libéral et salarié
10000909514,CHAMBERLIN,Bruno,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,91,910805357,Libéral
10100672178,CHAMBON,Adrien,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",15/12/2022,GYNERISQ,,74,740780424,Libéral
10003429536,CHAMBON,Claire,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,06/06/2024,CFAR,CFAR-104,13,130781479,Libéral
10003429536,CHAMBON,Claire,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,06/06/2024,CFAR,CFAR-104,13,130785652,Libéral
10100164119,CHAMBON-AUGOYARD,Christine,Gastro-entérologie (activité interventionnelle) ;,15/02/2024,CEFA-HGE,CEFA-HGE-41,69,690783154,Salarié
10100119436,CHAMBON-MARIN,Julie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/06/2022,CFAR,CFAR-62,38,380786442,Libéral
10000893155,CHAMIEH,Fadi,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,11/05/2023,CFAR,,91,910300011,Libéral
10100410272,CHAMMAI,Yves,Chirurgie orthopédique et traumatologie ;,12/09/2024,ORTHORISQ,,72,720000199,Libéral
10003890331,CHAMMAS,Michel,Chirurgie orthopédique et traumatologie ;,16/12/2021,ORTHORISQ,,34,340785161,Libéral et salarié
10004087036,CHAMOND,Caroline,Chirurgie infantile ;,11/05/2023,OA CHIRPED,,76,760021329,Libéral
10100086262,CHAMOND,Olivier,Chirurgie infantile ;,18/07/2024,OA CHIRPED,,92,920300191,Libéral et salarié
10100492403,CHAMORRO CERON,Patricia,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,15/12/2022,CFAR,CFAR-82,45,450000245,Libéral
10100817484,CHAMPAGNE,Candice,Oto-rhino-laryngologie ; Chirurgie de la face et du cou ;,15/02/2024,ORL-DPC,,92,920300191,Libéral et salarié
10100817484,CHAMPAGNE,Candice,Oto-rhino-laryngologie ; Chirurgie de la face et du cou ;,15/02/2024,ORL-DPC,,92,940100043,Libéral et salarié
